seller_id;quantity;date
252;11;2021-06-27
1;191;2021-06-13
209;7;2021-06-17
452;9;2021-06-15
339;36;2021-06-24
259;8;2021-06-08
70;47;2021-06-14
354;22;2021-06-15
326;20;2021-06-01
314;11;2021-06-09
18;16;2021-06-09
48;36;2021-06-05
58;13;2021-06-12
199;29;2021-06-24
142;19;2021-06-19
44;17;2021-06-26
15;20;2021-06-21
255;26;2021-06-14
304;12;2021-06-25
62;108;2021-06-13
154;18;2021-06-04
250;13;2021-06-22
475;21;2021-06-21
347;12;2021-06-26
289;14;2021-06-13
230;16;2021-06-28
312;31;2021-06-09
140;31;2021-06-24
263;17;2021-06-16
355;18;2021-06-22
489;14;2021-06-04
214;19;2021-06-05
165;66;2021-06-14
275;16;2021-06-02
92;13;2021-06-28
389;24;2021-06-07
316;17;2021-06-05
45;15;2021-06-12
406;11;2021-06-12
461;18;2021-06-12
132;26;2021-06-09
436;23;2021-06-25
336;23;2021-06-27
74;99;2021-06-24
189;31;2021-06-08
468;26;2021-06-16
160;24;2021-06-16
126;18;2021-06-12
325;13;2021-06-22
418;10;2021-06-20
420;10;2021-06-22
412;14;2021-06-07
170;21;2021-06-20
256;22;2021-06-22
8;9;2021-06-25
110;19;2021-06-28
247;18;2021-06-21
36;21;2021-06-25
369;38;2021-06-23
187;15;2021-06-11
450;14;2021-06-18
136;16;2021-06-26
311;17;2021-06-16
327;12;2021-06-11
430;17;2021-06-23
408;15;2021-06-11
292;19;2021-06-11
313;15;2021-06-04
257;9;2021-06-02
183;17;2021-06-20
219;11;2021-06-19
359;13;2021-06-15
238;29;2021-06-23
454;12;2021-06-13
169;25;2021-06-15
383;26;2021-06-23
104;15;2021-06-18
235;31;2021-06-13
72;10;2021-06-17
88;19;2021-06-22
451;22;2021-06-23
47;24;2021-06-11
413;41;2021-06-23
345;12;2021-06-11
65;10;2021-06-04
422;51;2021-06-14
416;11;2021-06-10
490;8;2021-06-09
448;9;2021-06-02
75;19;2021-06-06
441;41;2021-06-14
240;11;2021-06-21
106;17;2021-06-15
334;32;2021-06-24
33;15;2021-06-11
283;19;2021-06-10
416;6;2021-06-01
215;19;2021-06-18
240;13;2021-06-04
446;10;2021-06-27
136;74;2021-06-24
128;19;2021-06-15
439;15;2021-06-02
261;35;2021-06-23
85;70;2021-06-14
183;16;2021-06-21
484;30;2021-06-10
443;24;2021-06-13
236;24;2021-06-26
178;23;2021-06-11
97;16;2021-06-02
12;49;2021-06-23
113;11;2021-06-08
277;43;2021-06-24
67;11;2021-06-19
383;21;2021-06-27
486;7;2021-06-20
342;24;2021-06-03
430;9;2021-06-16
136;9;2021-06-02
319;17;2021-06-16
194;14;2021-06-19
43;12;2021-06-12
423;22;2021-06-02
369;8;2021-06-15
379;23;2021-06-23
20;6;2021-06-12
447;14;2021-06-09
30;12;2021-06-04
318;22;2021-06-28
251;19;2021-06-25
289;33;2021-06-15
106;20;2021-06-22
337;11;2021-06-21
433;17;2021-06-20
490;13;2021-06-20
471;9;2021-06-10
311;18;2021-06-13
453;21;2021-06-12
278;13;2021-06-08
164;16;2021-06-18
299;20;2021-06-26
237;17;2021-06-05
323;37;2021-06-24
149;22;2021-06-27
333;19;2021-06-08
21;26;2021-06-06
388;13;2021-06-20
366;22;2021-06-06
132;7;2021-06-10
340;19;2021-06-21
72;6;2021-06-10
379;9;2021-06-17
124;16;2021-06-04
6;91;2021-06-23
172;26;2021-06-11
287;8;2021-06-04
424;26;2021-06-15
270;20;2021-06-15
64;102;2021-06-24
394;17;2021-06-27
367;16;2021-06-03
308;11;2021-06-09
323;6;2021-06-19
380;4;2021-06-07
335;6;2021-06-27
482;17;2021-06-06
432;31;2021-06-24
439;23;2021-06-14
124;25;2021-06-12
397;22;2021-06-23
199;29;2021-06-13
298;13;2021-06-15
443;10;2021-06-12
448;6;2021-06-27
284;13;2021-06-07
239;6;2021-06-16
414;26;2021-06-13
96;12;2021-06-04
401;23;2021-06-03
235;31;2021-06-23
313;31;2021-06-25
134;10;2021-06-05
459;29;2021-06-23
141;17;2021-06-01
49;8;2021-06-08
83;17;2021-06-27
156;22;2021-06-06
390;22;2021-06-23
63;20;2021-06-20
37;20;2021-06-18
0;240;2021-06-15
118;12;2021-06-11
100;10;2021-06-27
206;10;2021-06-28
189;9;2021-06-04
74;16;2021-06-12
257;13;2021-06-25
397;7;2021-06-06
163;20;2021-06-05
450;22;2021-06-23
325;23;2021-06-05
354;19;2021-06-23
202;32;2021-06-23
391;39;2021-06-23
175;10;2021-06-22
116;22;2021-06-17
115;6;2021-06-03
155;17;2021-06-03
40;12;2021-06-04
307;14;2021-06-21
1;16;2021-06-18
25;27;2021-06-04
117;16;2021-06-02
315;20;2021-06-10
82;22;2021-06-27
64;13;2021-06-26
141;74;2021-06-14
344;42;2021-06-14
59;7;2021-06-28
240;27;2021-06-12
90;35;2021-06-02
382;14;2021-06-06
24;20;2021-06-04
292;9;2021-06-15
98;12;2021-06-26
239;33;2021-06-14
431;32;2021-06-24
337;18;2021-06-25
210;24;2021-06-02
284;4;2021-06-25
17;18;2021-06-04
184;23;2021-06-11
269;11;2021-06-09
174;22;2021-06-03
118;19;2021-06-22
406;13;2021-06-21
303;17;2021-06-15
382;21;2021-06-20
427;21;2021-06-18
442;9;2021-06-18
118;82;2021-06-13
340;33;2021-06-28
333;35;2021-06-14
279;25;2021-06-16
38;27;2021-06-27
397;11;2021-06-28
477;16;2021-06-20
8;22;2021-06-26
352;31;2021-06-13
128;16;2021-06-19
383;15;2021-06-17
280;7;2021-06-06
110;40;2021-06-09
87;23;2021-06-16
189;29;2021-06-06
336;2;2021-06-22
198;15;2021-06-11
128;9;2021-06-22
162;11;2021-06-06
226;16;2021-06-17
398;13;2021-06-03
173;8;2021-06-20
54;60;2021-06-14
269;50;2021-06-14
309;12;2021-06-28
37;16;2021-06-22
41;11;2021-06-07
84;9;2021-06-05
321;27;2021-06-13
342;14;2021-06-16
248;49;2021-06-14
469;8;2021-06-02
57;38;2021-06-23
76;55;2021-06-24
311;8;2021-06-22
155;11;2021-06-09
280;12;2021-06-10
183;11;2021-06-08
69;24;2021-06-18
142;5;2021-06-15
401;22;2021-06-11
67;18;2021-06-08
75;29;2021-06-10
81;34;2021-06-12
118;28;2021-06-28
463;14;2021-06-04
66;18;2021-06-09
277;36;2021-06-14
157;12;2021-06-11
376;35;2021-06-25
101;12;2021-06-10
474;19;2021-06-08
263;14;2021-06-25
489;22;2021-06-09
210;17;2021-06-09
314;10;2021-06-05
71;29;2021-06-18
390;7;2021-06-20
145;29;2021-06-20
438;26;2021-06-15
136;22;2021-06-19
111;16;2021-06-09
152;15;2021-06-28
423;15;2021-06-12
216;29;2021-06-09
19;13;2021-06-16
129;19;2021-06-18
157;5;2021-06-05
375;20;2021-06-27
54;115;2021-06-24
83;23;2021-06-22
71;15;2021-06-11
152;10;2021-06-11
60;45;2021-06-12
171;15;2021-06-10
465;22;2021-06-24
393;7;2021-06-01
52;17;2021-06-05
467;14;2021-06-08
145;13;2021-06-11
334;10;2021-06-25
13;15;2021-06-16
418;19;2021-06-03
161;10;2021-06-01
117;16;2021-06-01
180;7;2021-06-20
162;9;2021-06-27
212;12;2021-06-13
454;26;2021-06-24
8;12;2021-06-03
6;17;2021-06-12
148;29;2021-06-19
471;16;2021-06-05
467;16;2021-06-09
336;35;2021-06-23
44;8;2021-06-09
176;13;2021-06-16
281;7;2021-06-25
79;51;2021-06-24
467;25;2021-06-25
202;13;2021-06-08
389;8;2021-06-16
120;44;2021-06-13
164;11;2021-06-20
303;8;2021-06-25
389;18;2021-06-12
253;15;2021-06-26
272;20;2021-06-01
371;16;2021-06-25
230;15;2021-06-10
61;15;2021-06-21
269;12;2021-06-07
103;26;2021-06-18
159;11;2021-06-13
280;12;2021-06-25
40;41;2021-06-23
463;17;2021-06-28
359;21;2021-06-28
35;16;2021-06-08
345;18;2021-06-07
223;29;2021-06-13
241;17;2021-06-26
113;32;2021-06-23
86;87;2021-06-14
284;38;2021-06-24
207;16;2021-06-01
249;19;2021-06-25
253;13;2021-06-12
345;39;2021-06-13
279;10;2021-06-02
425;16;2021-06-17
20;106;2021-06-14
240;13;2021-06-07
454;18;2021-06-12
372;20;2021-06-17
311;20;2021-06-11
90;18;2021-06-19
372;35;2021-06-14
405;19;2021-06-21
27;98;2021-06-13
404;18;2021-06-04
475;6;2021-06-20
188;15;2021-06-02
190;17;2021-06-21
253;14;2021-06-03
492;8;2021-06-16
478;11;2021-06-15
359;24;2021-06-25
331;13;2021-06-18
306;21;2021-06-20
444;12;2021-06-05
354;12;2021-06-05
293;25;2021-06-17
270;16;2021-06-01
167;16;2021-06-12
169;14;2021-06-10
248;27;2021-06-12
385;14;2021-06-20
14;10;2021-06-01
3;23;2021-06-05
228;44;2021-06-23
164;6;2021-06-19
424;11;2021-06-19
328;16;2021-06-15
329;29;2021-06-13
465;25;2021-06-07
20;14;2021-06-10
377;15;2021-06-28
116;25;2021-06-16
496;20;2021-06-03
308;13;2021-06-07
27;142;2021-06-24
61;5;2021-06-27
19;12;2021-06-28
24;16;2021-06-16
444;32;2021-06-11
91;13;2021-06-28
202;11;2021-06-06
354;18;2021-06-01
308;20;2021-06-12
58;19;2021-06-25
48;15;2021-06-17
419;26;2021-06-18
456;25;2021-06-14
45;18;2021-06-20
117;4;2021-06-07
182;11;2021-06-21
200;12;2021-06-06
464;35;2021-06-23
305;14;2021-06-06
229;22;2021-06-20
98;13;2021-06-21
356;45;2021-06-24
296;10;2021-06-10
369;13;2021-06-04
261;22;2021-06-11
290;16;2021-06-12
169;15;2021-06-04
0;22;2021-06-05
90;7;2021-06-11
197;17;2021-06-03
189;25;2021-06-19
233;9;2021-06-03
27;14;2021-06-28
198;20;2021-06-02
457;15;2021-06-16
15;19;2021-06-06
30;17;2021-06-27
187;12;2021-06-07
133;11;2021-06-21
60;21;2021-06-03
124;23;2021-06-09
381;18;2021-06-21
427;20;2021-06-02
290;19;2021-06-15
154;25;2021-06-10
148;26;2021-06-11
239;43;2021-06-23
167;6;2021-06-04
104;73;2021-06-24
490;25;2021-06-11
61;26;2021-06-06
305;9;2021-06-17
138;18;2021-06-05
486;13;2021-06-26
268;41;2021-06-14
206;17;2021-06-17
478;5;2021-06-11
11;19;2021-06-10
304;32;2021-06-23
156;7;2021-06-10
325;12;2021-06-16
141;12;2021-06-06
237;15;2021-06-22
33;14;2021-06-06
45;25;2021-06-18
142;4;2021-06-01
106;78;2021-06-24
3;12;2021-06-18
127;16;2021-06-18
402;22;2021-06-06
108;17;2021-06-12
341;20;2021-06-20
244;12;2021-06-25
178;68;2021-06-24
292;22;2021-06-23
87;21;2021-06-20
441;36;2021-06-24
94;10;2021-06-26
73;12;2021-06-04
26;46;2021-06-14
171;19;2021-06-11
113;6;2021-06-18
288;20;2021-06-06
174;10;2021-06-02
139;16;2021-06-17
128;29;2021-06-28
380;47;2021-06-14
203;24;2021-06-04
182;42;2021-06-14
287;23;2021-06-16
448;17;2021-06-18
34;31;2021-06-08
306;35;2021-06-13
226;15;2021-06-07
290;48;2021-06-23
144;12;2021-06-09
258;12;2021-06-26
345;9;2021-06-27
471;15;2021-06-16
169;27;2021-06-13
171;15;2021-06-03
6;13;2021-06-25
484;26;2021-06-19
486;11;2021-06-17
112;17;2021-06-03
326;14;2021-06-08
9;27;2021-06-08
231;23;2021-06-02
280;4;2021-06-20
41;16;2021-06-11
141;6;2021-06-18
223;13;2021-06-17
193;18;2021-06-16
338;24;2021-06-10
463;14;2021-06-10
326;26;2021-06-05
83;10;2021-06-18
236;24;2021-06-12
153;20;2021-06-25
397;10;2021-06-10
5;29;2021-06-19
116;12;2021-06-26
108;9;2021-06-27
222;14;2021-06-11
47;8;2021-06-27
18;3;2021-06-08
325;16;2021-06-03
157;22;2021-06-18
42;17;2021-06-21
48;15;2021-06-09
8;6;2021-06-18
490;18;2021-06-28
119;11;2021-06-20
128;93;2021-06-14
53;10;2021-06-19
385;21;2021-06-07
86;15;2021-06-07
399;31;2021-06-12
46;42;2021-06-21
43;12;2021-06-04
401;36;2021-06-24
26;23;2021-06-11
31;26;2021-06-28
460;15;2021-06-07
361;17;2021-06-09
254;16;2021-06-19
236;24;2021-06-11
132;5;2021-06-08
42;26;2021-06-22
13;18;2021-06-20
356;16;2021-06-17
388;30;2021-06-04
483;6;2021-06-22
342;11;2021-06-06
67;26;2021-06-07
296;23;2021-06-01
341;24;2021-06-23
360;14;2021-06-04
243;11;2021-06-02
318;7;2021-06-26
205;16;2021-06-04
137;15;2021-06-28
189;17;2021-06-12
245;52;2021-06-14
244;61;2021-06-13
4;10;2021-06-20
381;27;2021-06-12
139;78;2021-06-24
326;25;2021-06-06
271;8;2021-06-19
392;23;2021-06-18
397;17;2021-06-19
192;15;2021-06-26
211;9;2021-06-25
186;22;2021-06-22
135;17;2021-06-04
463;31;2021-06-23
265;7;2021-06-25
28;110;2021-06-14
343;13;2021-06-26
472;23;2021-06-24
48;9;2021-06-04
335;11;2021-06-10
239;8;2021-06-27
105;52;2021-06-13
425;11;2021-06-10
351;17;2021-06-11
162;41;2021-06-24
138;15;2021-06-11
36;13;2021-06-07
202;24;2021-06-24
151;19;2021-06-16
70;12;2021-06-28
432;11;2021-06-07
326;22;2021-06-19
274;23;2021-06-19
444;8;2021-06-09
78;22;2021-06-07
106;11;2021-06-13
327;11;2021-06-20
53;9;2021-06-18
35;21;2021-06-09
90;8;2021-06-18
270;6;2021-06-21
332;22;2021-06-23
258;9;2021-06-03
139;11;2021-06-21
53;13;2021-06-17
404;19;2021-06-28
150;31;2021-06-02
101;14;2021-06-27
162;55;2021-06-12
11;190;2021-06-13
376;25;2021-06-05
419;12;2021-06-21
221;16;2021-06-15
185;13;2021-06-12
206;9;2021-06-25
114;15;2021-06-09
149;14;2021-06-22
278;17;2021-06-23
55;58;2021-06-14
255;23;2021-06-04
214;13;2021-06-19
368;35;2021-06-16
48;12;2021-06-07
192;15;2021-06-01
180;17;2021-06-02
308;9;2021-06-22
467;27;2021-06-11
125;21;2021-06-21
72;61;2021-06-14
417;12;2021-06-02
47;42;2021-06-14
65;7;2021-06-22
240;40;2021-06-14
290;44;2021-06-14
241;18;2021-06-06
448;16;2021-06-04
283;17;2021-06-18
70;23;2021-06-21
54;17;2021-06-11
93;19;2021-06-06
92;13;2021-06-18
239;23;2021-06-12
383;18;2021-06-07
497;20;2021-06-27
106;16;2021-06-27
199;10;2021-06-22
393;18;2021-06-08
399;16;2021-06-26
377;23;2021-06-18
458;11;2021-06-13
64;10;2021-06-08
108;60;2021-06-23
448;41;2021-06-14
193;61;2021-06-14
34;33;2021-06-02
202;40;2021-06-19
326;5;2021-06-22
35;8;2021-06-26
159;15;2021-06-02
412;15;2021-06-20
105;16;2021-06-27
131;17;2021-06-21
48;15;2021-06-08
325;25;2021-06-11
272;13;2021-06-18
44;19;2021-06-22
21;23;2021-06-27
35;18;2021-06-12
24;24;2021-06-13
477;13;2021-06-03
283;21;2021-06-06
265;19;2021-06-27
81;102;2021-06-13
38;4;2021-06-04
100;42;2021-06-14
84;53;2021-06-14
0;34;2021-06-19
369;11;2021-06-21
174;9;2021-06-28
424;20;2021-06-23
425;15;2021-06-12
5;16;2021-06-04
474;20;2021-06-13
14;14;2021-06-08
350;30;2021-06-14
363;30;2021-06-14
3;13;2021-06-08
468;5;2021-06-10
68;44;2021-06-14
362;24;2021-06-11
114;12;2021-06-16
54;18;2021-06-08
70;12;2021-06-04
135;20;2021-06-06
301;28;2021-06-15
214;11;2021-06-02
8;17;2021-06-06
12;17;2021-06-01
211;18;2021-06-22
120;32;2021-06-23
333;29;2021-06-01
340;15;2021-06-09
361;10;2021-06-20
165;15;2021-06-26
81;17;2021-06-15
237;23;2021-06-23
166;8;2021-06-26
278;21;2021-06-09
212;17;2021-06-22
151;6;2021-06-12
377;25;2021-06-26
394;15;2021-06-17
470;23;2021-06-24
259;18;2021-06-19
119;83;2021-06-13
166;14;2021-06-11
76;11;2021-06-10
289;15;2021-06-18
418;17;2021-06-07
230;10;2021-06-18
236;12;2021-06-25
442;22;2021-06-12
452;15;2021-06-18
175;18;2021-06-13
379;21;2021-06-11
343;13;2021-06-06
101;39;2021-06-13
308;24;2021-06-02
1;30;2021-06-25
308;7;2021-06-06
38;20;2021-06-22
253;12;2021-06-22
38;19;2021-06-18
295;20;2021-06-18
217;19;2021-06-25
136;4;2021-06-06
336;26;2021-06-15
224;17;2021-06-02
352;13;2021-06-02
176;7;2021-06-03
410;19;2021-06-17
12;8;2021-06-19
31;17;2021-06-10
287;14;2021-06-19
259;23;2021-06-27
459;14;2021-06-02
309;12;2021-06-07
283;10;2021-06-26
141;18;2021-06-13
493;26;2021-06-19
368;13;2021-06-23
469;5;2021-06-15
409;15;2021-06-15
3;26;2021-06-11
267;29;2021-06-24
328;17;2021-06-02
147;41;2021-06-24
145;16;2021-06-06
454;25;2021-06-27
437;11;2021-06-16
191;19;2021-06-07
75;21;2021-06-09
256;10;2021-06-07
270;36;2021-06-14
71;21;2021-06-01
310;19;2021-06-03
66;13;2021-06-20
117;18;2021-06-28
331;13;2021-06-06
31;66;2021-06-14
53;17;2021-06-21
72;24;2021-06-13
474;19;2021-06-24
55;4;2021-06-20
284;19;2021-06-27
274;11;2021-06-20
429;26;2021-06-24
300;18;2021-06-15
176;10;2021-06-19
67;21;2021-06-20
437;26;2021-06-13
177;12;2021-06-10
226;9;2021-06-27
53;13;2021-06-12
109;15;2021-06-07
409;15;2021-06-27
385;25;2021-06-24
373;28;2021-06-23
7;18;2021-06-01
127;35;2021-06-21
168;7;2021-06-27
56;35;2021-06-23
333;12;2021-06-06
17;34;2021-06-22
203;13;2021-06-06
2;47;2021-06-15
415;13;2021-06-21
381;22;2021-06-03
132;15;2021-06-26
478;10;2021-06-13
333;5;2021-06-02
462;8;2021-06-17
294;19;2021-06-13
402;19;2021-06-26
192;18;2021-06-11
447;10;2021-06-13
354;17;2021-06-09
190;13;2021-06-27
402;12;2021-06-02
336;14;2021-06-03
225;16;2021-06-03
0;368;2021-06-14
85;11;2021-06-17
147;10;2021-06-02
390;38;2021-06-03
180;15;2021-06-09
399;22;2021-06-24
296;10;2021-06-06
398;9;2021-06-10
238;21;2021-06-18
29;18;2021-06-10
23;4;2021-06-05
149;27;2021-06-14
169;14;2021-06-25
233;16;2021-06-18
198;16;2021-06-28
319;32;2021-06-02
242;15;2021-06-27
98;27;2021-06-06
107;12;2021-06-05
234;11;2021-06-25
182;16;2021-06-28
180;21;2021-06-03
237;29;2021-06-17
419;19;2021-06-06
127;20;2021-06-26
41;10;2021-06-16
78;12;2021-06-22
247;7;2021-06-05
297;23;2021-06-21
370;18;2021-06-27
275;14;2021-06-23
177;22;2021-06-12
350;4;2021-06-03
172;21;2021-06-18
434;30;2021-06-19
184;14;2021-06-12
59;9;2021-06-08
330;9;2021-06-22
28;30;2021-06-28
14;17;2021-06-03
175;21;2021-06-21
310;11;2021-06-07
246;12;2021-06-09
365;9;2021-06-10
310;6;2021-06-09
371;7;2021-06-23
302;17;2021-06-06
135;17;2021-06-07
309;22;2021-06-19
289;12;2021-06-11
194;13;2021-06-15
162;10;2021-06-28
246;67;2021-06-24
74;21;2021-06-20
119;17;2021-06-05
91;6;2021-06-05
234;11;2021-06-18
126;17;2021-06-20
324;25;2021-06-09
22;31;2021-06-06
88;98;2021-06-24
202;14;2021-06-17
426;16;2021-06-10
0;81;2021-06-17
385;16;2021-06-23
346;40;2021-06-14
17;19;2021-06-11
428;19;2021-06-13
472;15;2021-06-25
230;37;2021-06-21
320;17;2021-06-02
233;15;2021-06-07
57;19;2021-06-14
436;21;2021-06-11
373;18;2021-06-18
412;25;2021-06-13
27;9;2021-06-08
342;9;2021-06-18
140;13;2021-06-17
68;23;2021-06-02
465;11;2021-06-08
328;9;2021-06-03
212;12;2021-06-03
211;12;2021-06-18
124;15;2021-06-18
148;23;2021-06-07
245;31;2021-06-11
254;19;2021-06-21
390;11;2021-06-02
395;19;2021-06-08
458;6;2021-06-16
348;14;2021-06-18
2;35;2021-06-21
470;9;2021-06-04
93;6;2021-06-07
243;12;2021-06-09
13;10;2021-06-11
283;11;2021-06-02
71;15;2021-06-12
300;18;2021-06-17
404;12;2021-06-23
301;11;2021-06-21
267;28;2021-06-02
281;21;2021-06-04
255;16;2021-06-13
185;36;2021-06-23
222;9;2021-06-09
291;6;2021-06-26
111;7;2021-06-20
226;17;2021-06-21
126;30;2021-06-11
412;14;2021-06-21
85;19;2021-06-19
350;15;2021-06-19
115;25;2021-06-01
229;36;2021-06-15
73;14;2021-06-03
115;6;2021-06-08
39;129;2021-06-13
92;18;2021-06-16
486;18;2021-06-24
243;5;2021-06-27
148;68;2021-06-14
12;21;2021-06-20
207;14;2021-06-07
86;8;2021-06-05
346;14;2021-06-18
343;31;2021-06-13
354;11;2021-06-10
188;25;2021-06-23
156;71;2021-06-13
222;6;2021-06-02
208;13;2021-06-11
75;43;2021-06-23
171;17;2021-06-01
489;3;2021-06-12
32;22;2021-06-08
68;19;2021-06-16
439;33;2021-06-27
204;13;2021-06-16
412;16;2021-06-22
298;27;2021-06-25
466;9;2021-06-27
289;27;2021-06-23
100;20;2021-06-21
42;16;2021-06-12
192;13;2021-06-28
7;23;2021-06-11
275;12;2021-06-19
35;17;2021-06-19
119;27;2021-06-21
246;19;2021-06-22
255;23;2021-06-22
253;31;2021-06-27
388;15;2021-06-17
186;10;2021-06-02
445;33;2021-06-16
458;18;2021-06-05
452;5;2021-06-02
44;19;2021-06-10
96;7;2021-06-06
101;13;2021-06-06
93;19;2021-06-12
11;8;2021-06-17
60;14;2021-06-02
178;20;2021-06-18
490;17;2021-06-10
117;25;2021-06-15
274;14;2021-06-06
127;4;2021-06-02
298;12;2021-06-22
371;19;2021-06-28
159;11;2021-06-11
63;106;2021-06-24
73;111;2021-06-24
1;33;2021-06-04
412;21;2021-06-08
270;21;2021-06-13
42;10;2021-06-16
344;15;2021-06-12
305;14;2021-06-12
462;21;2021-06-12
269;17;2021-06-05
247;21;2021-06-02
474;28;2021-06-21
287;17;2021-06-11
213;11;2021-06-15
44;28;2021-06-25
209;13;2021-06-10
415;11;2021-06-07
419;22;2021-06-20
241;9;2021-06-04
210;15;2021-06-12
375;29;2021-06-22
135;7;2021-06-26
235;16;2021-06-10
461;23;2021-06-21
288;48;2021-06-24
291;13;2021-06-06
351;13;2021-06-08
425;18;2021-06-06
118;12;2021-06-08
178;24;2021-06-27
11;9;2021-06-01
153;14;2021-06-18
18;153;2021-06-13
159;27;2021-06-28
334;24;2021-06-06
13;28;2021-06-25
219;17;2021-06-25
491;15;2021-06-28
77;10;2021-06-25
162;30;2021-06-23
81;8;2021-06-27
65;11;2021-06-01
334;23;2021-06-13
67;59;2021-06-24
327;5;2021-06-07
259;23;2021-06-13
152;20;2021-06-25
197;15;2021-06-01
253;17;2021-06-02
437;18;2021-06-10
69;10;2021-06-25
338;19;2021-06-28
160;9;2021-06-03
383;16;2021-06-25
447;28;2021-06-24
313;20;2021-06-22
40;108;2021-06-14
96;16;2021-06-01
235;10;2021-06-21
456;23;2021-06-23
454;19;2021-06-25
385;9;2021-06-02
388;22;2021-06-23
54;14;2021-06-02
62;12;2021-06-27
334;23;2021-06-09
181;11;2021-06-12
476;14;2021-06-10
11;35;2021-06-21
361;15;2021-06-22
49;21;2021-06-20
382;13;2021-06-16
467;16;2021-06-07
187;59;2021-06-13
320;13;2021-06-21
29;15;2021-06-07
473;11;2021-06-03
179;5;2021-06-06
268;9;2021-06-11
483;16;2021-06-18
234;16;2021-06-19
233;26;2021-06-24
299;15;2021-06-20
39;20;2021-06-11
235;27;2021-06-01
322;15;2021-06-17
408;5;2021-06-28
297;20;2021-06-08
422;16;2021-06-21
443;12;2021-06-21
276;9;2021-06-09
198;23;2021-06-17
368;21;2021-06-19
407;19;2021-06-21
273;23;2021-06-27
195;7;2021-06-17
0;24;2021-06-28
338;13;2021-06-08
330;17;2021-06-13
440;9;2021-06-02
133;19;2021-06-19
474;25;2021-06-23
488;6;2021-06-09
48;7;2021-06-06
172;12;2021-06-02
206;48;2021-06-23
257;15;2021-06-01
163;20;2021-06-26
433;21;2021-06-24
430;20;2021-06-07
360;31;2021-06-14
344;14;2021-06-09
369;23;2021-06-16
371;14;2021-06-22
311;22;2021-06-23
235;6;2021-06-18
51;32;2021-06-23
482;7;2021-06-26
89;25;2021-06-11
345;30;2021-06-08
4;13;2021-06-09
110;9;2021-06-07
287;13;2021-06-12
234;14;2021-06-09
134;21;2021-06-08
171;20;2021-06-08
148;19;2021-06-02
327;19;2021-06-17
308;14;2021-06-26
128;18;2021-06-17
351;20;2021-06-05
207;8;2021-06-27
141;44;2021-06-24
286;5;2021-06-18
342;3;2021-06-04
235;7;2021-06-09
62;12;2021-06-12
329;14;2021-06-07
74;7;2021-06-16
350;12;2021-06-15
24;16;2021-06-21
135;11;2021-06-03
179;24;2021-06-23
235;38;2021-06-15
107;15;2021-06-06
29;26;2021-06-17
136;11;2021-06-25
368;13;2021-06-03
30;27;2021-06-12
392;21;2021-06-09
374;40;2021-06-23
29;16;2021-06-05
59;13;2021-06-19
366;15;2021-06-12
34;17;2021-06-19
276;20;2021-06-08
156;41;2021-06-23
436;33;2021-06-24
154;11;2021-06-09
447;11;2021-06-02
97;13;2021-06-15
144;9;2021-06-12
184;19;2021-06-27
395;9;2021-06-02
415;19;2021-06-12
35;18;2021-06-07
50;11;2021-06-17
490;19;2021-06-13
408;22;2021-06-16
201;22;2021-06-06
59;46;2021-06-23
429;8;2021-06-17
305;20;2021-06-11
463;20;2021-06-25
290;10;2021-06-03
191;63;2021-06-24
406;13;2021-06-15
124;16;2021-06-06
402;14;2021-06-24
121;27;2021-06-21
233;23;2021-06-16
493;19;2021-06-22
18;23;2021-06-02
410;25;2021-06-15
71;11;2021-06-03
32;18;2021-06-17
32;76;2021-06-24
293;15;2021-06-25
110;13;2021-06-10
55;26;2021-06-12
391;7;2021-06-26
441;26;2021-06-08
471;11;2021-06-21
437;24;2021-06-22
355;18;2021-06-27
204;14;2021-06-08
126;26;2021-06-28
66;8;2021-06-03
296;40;2021-06-09
276;16;2021-06-02
70;8;2021-06-03
10;23;2021-06-24
361;10;2021-06-02
326;4;2021-06-07
380;21;2021-06-08
19;20;2021-06-03
226;13;2021-06-08
185;9;2021-06-06
242;7;2021-06-10
25;69;2021-06-14
314;41;2021-06-13
413;21;2021-06-27
68;14;2021-06-03
54;21;2021-06-07
443;27;2021-06-09
241;23;2021-06-28
269;17;2021-06-25
302;13;2021-06-27
158;11;2021-06-03
226;14;2021-06-13
3;8;2021-06-16
73;24;2021-06-16
3;13;2021-06-10
33;13;2021-06-22
112;18;2021-06-20
307;9;2021-06-25
424;9;2021-06-09
58;22;2021-06-17
222;17;2021-06-13
293;13;2021-06-12
373;14;2021-06-09
475;25;2021-06-19
39;20;2021-06-17
206;25;2021-06-11
59;15;2021-06-15
358;20;2021-06-25
440;16;2021-06-27
342;9;2021-06-28
44;10;2021-06-05
164;17;2021-06-26
5;19;2021-06-20
423;33;2021-06-23
45;49;2021-06-14
302;20;2021-06-12
167;37;2021-06-20
170;10;2021-06-25
480;12;2021-06-28
21;27;2021-06-10
60;109;2021-06-23
155;25;2021-06-19
224;44;2021-06-23
90;11;2021-06-01
493;19;2021-06-12
174;20;2021-06-05
315;19;2021-06-08
44;14;2021-06-27
134;60;2021-06-14
487;21;2021-06-14
258;17;2021-06-06
342;36;2021-06-10
441;27;2021-06-03
359;13;2021-06-01
272;5;2021-06-02
55;13;2021-06-15
177;23;2021-06-05
45;13;2021-06-22
373;13;2021-06-01
47;13;2021-06-26
447;7;2021-06-25
355;45;2021-06-23
281;23;2021-06-19
118;27;2021-06-16
