user_id,category_id,category_name,subcategory_id,subcategory_name,param1,param2,param3,param1_microcat_id,param2_microcat_id,param3_microcat_id
154195157,250003,Работа,250004,Резюме,"ЖКХ, эксплуатация",,,426.0,,
154196281,39,Недвижимость,6,Комнаты,Сдам,На длительный срок,,3326.0,3473.0,
154196281,39,Недвижимость,6,Комнаты,Сдам,На длительный срок,,3326.0,3473.0,
154194415,250003,Работа,250006,Вакансии,Продажи,Сменный график,,143.0,465.0,
154194415,250003,Работа,250006,Вакансии,Продажи,Сменный график,,143.0,465.0,
154194415,250003,Работа,250006,Вакансии,Продажи,Сменный график,,143.0,465.0,
154194415,39,Недвижимость,32,Коммерческая недвижимость,Сдам,Торговая площадь,,6068.0,640.0,
154194415,39,Недвижимость,32,Коммерческая недвижимость,Сдам,Торговая площадь,,6068.0,640.0,
154194415,39,Недвижимость,32,Коммерческая недвижимость,Сниму,Торговая площадь,,1240.0,2218.0,
154194415,55,Для бизнеса,53,Оборудование для бизнеса,Для магазина,,,2967.0,,
154195298,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,15,7138.0,5483.0,6708.0
154195298,17,Бытовая электроника,44,Фототехника,Плёночные фотоаппараты,,,2346.0,,
154195298,17,Бытовая электроника,44,Фототехника,Плёночные фотоаппараты,,,2346.0,,
154195298,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,15,7138.0,5483.0,6708.0
154195298,17,Бытовая электроника,44,Фототехника,Зеркальные фотоаппараты,,,3092.0,,
154195298,17,Бытовая электроника,44,Фототехника,Плёночные фотоаппараты,,,2346.0,,
154195298,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,15,7138.0,5483.0,6708.0
154194729,250002,Услуги,250005,Предложение услуг,"Ремонт, строительство",Ремонт квартиры,,58.0,2250019.0,
154193611,250003,Работа,250004,Резюме,"Искусство, развлечения",,,5342.0,,
154193611,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Обувь,39,1989.0,2679.0,6644.0
154193611,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,40–42 (XS),1989.0,6949.0,1357.0
154197106,12,Транспорт,43,Автомобили,С пробегом,Toyota,RAV4,3250006.0,3500032.0,504234.0
154197007,250003,Работа,250004,Резюме,Автомобильный бизнес,,,3211.0,,
154198930,250003,Работа,250004,Резюме,Строительство,,,4227.0,,
154198421,17,Бытовая электроника,41,Телефоны,Другие марки,,,3028.0,,
154198421,1,Для дома и дачи,27,Бытовая техника,Для дома,Стиральные машины,,3745.0,5571.0,
154198421,1,Для дома и дачи,27,Бытовая техника,Для кухни,Холодильники и морозильные камеры,,5289.0,5819.0,
154198421,17,Бытовая электроника,41,Телефоны,Meizu,,,10750007.0,,
154198421,17,Бытовая электроника,29,Товары для компьютера,Комплектующие,Материнские платы,,1651.0,7097.0,
154198421,17,Бытовая электроника,41,Телефоны,Другие марки,,,3028.0,,
154198421,250002,Услуги,250005,Предложение услуг,Искусство,,,1581.0,,
154198421,17,Бытовая электроника,29,Товары для компьютера,Сетевое оборудование,,,4108.0,,
154198421,17,Бытовая электроника,25,Планшеты и электронные книги,Планшеты,,,2446.0,,
154198421,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
154198421,28,Личные вещи,22,"Одежда, обувь, аксессуары",Аксессуары,,,2867.0,,
154198421,12,Транспорт,34,Запчасти и аксессуары,Аудио- и видеотехника,,,2058.0,,
154198421,17,Бытовая электроника,41,Телефоны,Samsung,,,3549.0,,
154198421,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,15,7138.0,5483.0,6708.0
154198421,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,15,7138.0,5483.0,6708.0
154198421,28,Личные вещи,22,"Одежда, обувь, аксессуары",Аксессуары,,,2867.0,,
154198421,17,Бытовая электроника,29,Товары для компьютера,Комплектующие,Видеокарты,,1651.0,6491.0,
154198421,17,Бытовая электроника,41,Телефоны,Meizu,,,10750007.0,,
154198421,1,Для дома и дачи,9,Посуда и товары для кухни,Посуда,,,1804.0,,
154198421,17,Бытовая электроника,41,Телефоны,Аксессуары,Запчасти,,2421.0,4787.0,
154198421,28,Личные вещи,47,Товары для детей и игрушки,Товары для кормления,,,2225.0,,
154198421,1,Для дома и дачи,9,Посуда и товары для кухни,Посуда,,,1804.0,,
154198421,17,Бытовая электроника,2,Ноутбуки,,,,,,
154198421,17,Бытовая электроника,26,Аудио и видео,Усилители и ресиверы,,,7003.0,,
154198421,17,Бытовая электроника,29,Товары для компьютера,Мониторы,,,1831.0,,
154198421,17,Бытовая электроника,29,Товары для компьютера,Сетевое оборудование,,,4108.0,,
154198421,17,Бытовая электроника,41,Телефоны,Meizu,,,10750007.0,,
154198421,1,Для дома и дачи,9,Посуда и товары для кухни,Посуда,,,1804.0,,
154198421,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Трикотаж и футболки,44–46 (S),3285.0,1673.0,6400.0
154198421,1,Для дома и дачи,38,Мебель и интерьер,Шкафы и комоды,,,4533.0,,
154198421,17,Бытовая электроника,29,Товары для компьютера,Комплектующие,Системы охлаждения,,1651.0,3975.0,
154198421,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,44–46 (M),1989.0,4277.0,2868.0
154198421,1,Для дома и дачи,9,Посуда и товары для кухни,Посуда,,,1804.0,,
154198421,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,44–46 (M),1989.0,4277.0,2868.0
154198421,17,Бытовая электроника,26,Аудио и видео,"Видео, DVD и Blu-ray плееры",,,756.0,,
154198421,17,Бытовая электроника,41,Телефоны,Samsung,,,3549.0,,
154198421,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
154198421,17,Бытовая электроника,41,Телефоны,Аксессуары,Чехлы и плёнки,,2421.0,6786.0,
154198421,12,Транспорт,34,Запчасти и аксессуары,Запчасти,Для автомобилей,Тормозная система,1270.0,6806.0,1177.0
154198421,28,Личные вещи,47,Товары для детей и игрушки,Детские коляски,,,259.0,,
154198421,17,Бытовая электроника,41,Телефоны,Meizu,,,10750007.0,,
154195352,250003,Работа,250004,Резюме,Строительство,,,4227.0,,
154198822,28,Личные вещи,47,Товары для детей и игрушки,Детские коляски,,,259.0,,
154198822,28,Личные вещи,47,Товары для детей и игрушки,Детские коляски,,,259.0,,
154198565,28,Личные вещи,47,Товары для детей и игрушки,Игрушки,,,5428.0,,
154198565,7,Хобби и отдых,5,Спорт и отдых,Зимние виды спорта,,,5533.0,,
154198565,7,Хобби и отдых,5,Спорт и отдых,Зимние виды спорта,,,5533.0,,
154198565,7,Хобби и отдых,5,Спорт и отдых,Другое,,,1876.0,,
154198565,28,Личные вещи,47,Товары для детей и игрушки,Велосипеды и самокаты,,,6670.0,,
154198565,28,Личные вещи,47,Товары для детей и игрушки,Велосипеды и самокаты,,,6670.0,,
154198565,7,Хобби и отдых,5,Спорт и отдых,Зимние виды спорта,,,5533.0,,
154198565,28,Личные вещи,47,Товары для детей и игрушки,Велосипеды и самокаты,,,6670.0,,
154198565,28,Личные вещи,47,Товары для детей и игрушки,Велосипеды и самокаты,,,6670.0,,
154198565,28,Личные вещи,47,Товары для детей и игрушки,Велосипеды и самокаты,,,6670.0,,
154198565,28,Личные вещи,47,Товары для детей и игрушки,Товары для купания,,,5204.0,,
154198565,28,Личные вещи,47,Товары для детей и игрушки,Велосипеды и самокаты,,,6670.0,,
154198565,7,Хобби и отдых,5,Спорт и отдых,Зимние виды спорта,,,5533.0,,
154198565,28,Личные вещи,47,Товары для детей и игрушки,Велосипеды и самокаты,,,6670.0,,
154198565,28,Личные вещи,47,Товары для детей и игрушки,Велосипеды и самокаты,,,6670.0,,
154198565,7,Хобби и отдых,5,Спорт и отдых,Другое,,,1876.0,,
154198565,28,Личные вещи,47,Товары для детей и игрушки,Игрушки,,,5428.0,,
154198565,28,Личные вещи,47,Товары для детей и игрушки,Игрушки,,,5428.0,,
154198584,1,Для дома и дачи,27,Бытовая техника,Для кухни,Холодильники и морозильные камеры,,5289.0,5819.0,
154198584,1,Для дома и дачи,27,Бытовая техника,Климатическое оборудование,Кондиционеры,,115.0,920.0,
154196635,250003,Работа,250004,Резюме,"Маркетинг, реклама, PR",Сменный график,,6077.0,7142.0,
154197698,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,42–44 (S),1989.0,4277.0,6728.0
154198431,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,44–46 (M),1989.0,6949.0,5938.0
154198607,250003,Работа,250004,Резюме,"Фитнес, салоны красоты",Полный день,,3602.0,5279.0,
154198607,250003,Работа,250004,Резюме,"Фитнес, салоны красоты",,,3602.0,,
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,16,7138.0,5483.0,6140.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,16,7138.0,5483.0,6140.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,15,7138.0,5483.0,6708.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Колёса,17,7138.0,4275.0,1047.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,18,7138.0,5483.0,1806.0
154196424,1,Для дома и дачи,50,Ремонт и строительство,Инструменты,,,2723.0,,
154196424,250002,Услуги,250005,Предложение услуг,Бытовые услуги,"Химчистка, стирка",,1165.0,362.0,
154196424,250003,Работа,250006,Вакансии,Автомобильный бизнес,Полный день,,320.0,1091.0,
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,15,7138.0,5483.0,6708.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,17,7138.0,5483.0,4189.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,17,7138.0,5483.0,4189.0
154196424,1,Для дома и дачи,50,Ремонт и строительство,Инструменты,,,2723.0,,
154196424,12,Транспорт,34,Запчасти и аксессуары,Запчасти,Для автомобилей,Система охлаждения,1270.0,6806.0,10750010.0
154196424,250002,Услуги,250005,Предложение услуг,"Транспорт, перевозки",Автосервис,,7456.0,2714.0,
154196424,12,Транспорт,43,Автомобили,С пробегом,Volkswagen,Golf,3250006.0,3500551.0,501759.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,18,7138.0,5483.0,1806.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,16,7138.0,5483.0,6140.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,15,7138.0,5483.0,6708.0
154196424,1,Для дома и дачи,50,Ремонт и строительство,Инструменты,,,2723.0,,
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,18,7138.0,5483.0,1806.0
154196424,17,Бытовая электроника,2,Ноутбуки,,,,,,
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,16,7138.0,5483.0,6140.0
154196424,250002,Услуги,250005,Предложение услуг,Бытовые услуги,"Химчистка, стирка",,1165.0,362.0,
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,17,7138.0,5483.0,4189.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,19,7138.0,5483.0,3432.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,13,7138.0,5483.0,280.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,15,7138.0,5483.0,6708.0
154196424,250003,Работа,250004,Резюме,Автомобильный бизнес,Свободный график,,3211.0,5000002.0,
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,18,7138.0,5483.0,1806.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,15,7138.0,5483.0,6708.0
154196424,12,Транспорт,43,Автомобили,С пробегом,Volkswagen,Passat CC,3250006.0,3500551.0,500455.0
154196424,12,Транспорт,34,Запчасти и аксессуары,Запчасти,Для автомобилей,Система охлаждения,1270.0,6806.0,10750010.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,18,7138.0,5483.0,1806.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,16,7138.0,5483.0,6140.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,16,7138.0,5483.0,6140.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,19,7138.0,5483.0,3432.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,18,7138.0,5483.0,1806.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,17,7138.0,5483.0,4189.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,16,7138.0,5483.0,6140.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,18,7138.0,5483.0,1806.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,17,7138.0,5483.0,4189.0
154196424,12,Транспорт,34,Запчасти и аксессуары,"Шины, диски и колёса",Шины,15,7138.0,5483.0,6708.0
154197011,17,Бытовая электроника,26,Аудио и видео,Наушники,,,3003.0,,
154197011,17,Бытовая электроника,29,Товары для компьютера,Сетевое оборудование,,,4108.0,,
154197011,7,Хобби и отдых,37,Коллекционирование,Другое,,,4044.0,,
154197011,1,Для дома и дачи,38,Мебель и интерьер,Компьютерные столы и кресла,,,5501.0,,
154197011,17,Бытовая электроника,29,Товары для компьютера,Клавиатуры и мыши,,,1703.0,,
154198321,17,Бытовая электроника,29,Товары для компьютера,Комплектующие,Процессоры,,1651.0,4375.0,
154198321,17,Бытовая электроника,29,Товары для компьютера,Комплектующие,Оперативная память,,1651.0,6524.0,
154197933,28,Личные вещи,60,Детская одежда и обувь,Для девочек,Платья и юбки,146-152 см (10-12 лет),478.0,4897.0,5659.0
154197933,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Другое,,1989.0,4488.0,
154197933,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Свадебные платья,42–44 (S),1989.0,1373.0,6628.0
154197933,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,48–50 (XL),1989.0,6949.0,1573.0
154197933,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Пиджаки и костюмы,40–42 (XS),1989.0,1589.0,4880.0
154197933,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,42–44 (S),1989.0,4277.0,6728.0
154197933,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Брюки,42–44 (S),1989.0,2467.0,5658.0
154197933,28,Личные вещи,60,Детская одежда и обувь,Для девочек,Другое,,478.0,1483.0,
154197933,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Обувь,36,1989.0,2679.0,4376.0
154197933,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Рубашки и блузки,42–44 (S),1989.0,5943.0,2242.0
154198025,39,Недвижимость,6,Комнаты,Сдам,На длительный срок,,3326.0,3473.0,
154198025,250003,Работа,250004,Резюме,Административная работа,,,2367.0,,
154198274,250003,Работа,250004,Резюме,"Фитнес, салоны красоты",Полный день,,3602.0,5279.0,
154198274,250003,Работа,250004,Резюме,"Фитнес, салоны красоты",,,3602.0,,
154198274,250003,Работа,250004,Резюме,"ЖКХ, эксплуатация",,,426.0,,
154198274,250003,Работа,250004,Резюме,"Без опыта, студенты",Неполный день,,2179.0,3182.0,
154198274,250003,Работа,250004,Резюме,"Фитнес, салоны красоты",Полный день,,3602.0,5279.0,
154198274,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Обувь,39,1989.0,2679.0,6644.0
154196823,39,Недвижимость,54,Квартиры,Сдам,На длительный срок,1,4034.0,2459.0,3442.0
154198760,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,40–42 (XS),1989.0,4277.0,5341.0
154198760,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,42–44 (S),1989.0,6949.0,7478.0
154198760,250003,Работа,250004,Резюме,Домашний персонал,Полный день,,9250001.0,10000001.0,
154198760,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,42–44 (S),1989.0,6949.0,7478.0
154198760,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Обувь,36,1989.0,2679.0,4376.0
154198760,250002,Услуги,250005,Предложение услуг,Искусство,,,1581.0,,
154197324,250002,Услуги,250005,Предложение услуг,"IT, интернет, телеком",Cоздание и продвижение сайтов,,5984.0,1750011.0,
154198487,17,Бытовая электроника,41,Телефоны,Samsung,,,3549.0,,
154198487,1,Для дома и дачи,27,Бытовая техника,Для дома,Стиральные машины,,3745.0,5571.0,
154198487,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
154198487,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Обувь,38,1989.0,2679.0,3980.0
154198487,17,Бытовая электроника,41,Телефоны,Другие марки,,,3028.0,,
154198487,17,Бытовая электроника,41,Телефоны,Другие марки,,,3028.0,,
154197234,1,Для дома и дачи,38,Мебель и интерьер,Освещение,,,3274.0,,
154198334,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Другое,,1989.0,4488.0,
154198334,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Нижнее бельё,42–44 (S),1989.0,5662.0,1293.0
154198334,28,Личные вещи,47,Товары для детей и игрушки,Игрушки,,,5428.0,,
154198334,1,Для дома и дачи,38,Мебель и интерьер,"Кровати, диваны и кресла",,,2274.0,,
154198334,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Пиджаки и костюмы,50–52 (XL),3285.0,3759.0,7195.0
154198334,28,Личные вещи,22,"Одежда, обувь, аксессуары",Мужская одежда,Верхняя одежда,52–54 (XXL),3285.0,5739.0,5727.0
154199484,12,Транспорт,43,Автомобили,С пробегом,Saab,9-5,3250006.0,3500299.0,503625.0
154199484,12,Транспорт,43,Автомобили,С пробегом,Saab,9-5,3250006.0,3500299.0,503625.0
154199426,250003,Работа,250004,Резюме,Домашний персонал,Полный день,,9250001.0,10000001.0,
154199426,28,Личные вещи,47,Товары для детей и игрушки,Игрушки,,,5428.0,,
154200798,12,Транспорт,43,Автомобили,С пробегом,Toyota,Camry,3250006.0,3500032.0,501750.0
154200845,7,Хобби и отдых,37,Коллекционирование,Модели,,,1753.0,,
154200845,7,Хобби и отдых,37,Коллекционирование,Модели,,,1753.0,,
154200261,250003,Работа,250004,Резюме,"Транспорт, логистика",,,3399.0,,
154200341,250003,Работа,250004,Резюме,"Охрана, безопасность",,,636.0,,
154200341,250003,Работа,250004,Резюме,"Охрана, безопасность",,,636.0,,
154200576,7,Хобби и отдых,5,Спорт и отдых,Настольные игры,,,7030.0,,
154200576,1,Для дома и дачи,27,Бытовая техника,Для кухни,Холодильники и морозильные камеры,,5289.0,5819.0,
154199504,1,Для дома и дачи,50,Ремонт и строительство,Двери,,,7215.0,,
154199504,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Обувь,38,1989.0,2679.0,3980.0
154199504,1,Для дома и дачи,50,Ремонт и строительство,Двери,,,7215.0,,
154199504,1,Для дома и дачи,50,Ремонт и строительство,Двери,,,7215.0,,
154199504,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Обувь,38,1989.0,2679.0,3980.0
154199439,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Брюки,44–46 (M),1989.0,2467.0,7357.0
154200625,12,Транспорт,34,Запчасти и аксессуары,Запчасти,Для автомобилей,Двигатель,1270.0,6806.0,5491.0
154199176,17,Бытовая электроника,25,Планшеты и электронные книги,Планшеты,,,2446.0,,
154199176,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
154199176,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Обувь,38,1989.0,2679.0,3980.0
154199176,7,Хобби и отдых,5,Спорт и отдых,Фитнес и тренажёры,,,306.0,,
154199176,17,Бытовая электроника,41,Телефоны,iPhone,,,7315.0,,
154201053,250003,Работа,250004,Резюме,Строительство,,,4227.0,,
154201053,250002,Услуги,250005,Предложение услуг,"Ремонт, строительство",Ремонт квартиры,,58.0,2250019.0,
154201053,250003,Работа,250004,Резюме,Строительство,,,4227.0,,
154200405,1,Для дома и дачи,38,Мебель и интерьер,"Предметы интерьера, искусство",,,3221.0,,
154201084,28,Личные вещи,47,Товары для детей и игрушки,Товары для кормления,,,2225.0,,
154201084,12,Транспорт,34,Запчасти и аксессуары,Запчасти,Для автомобилей,Кузов,1270.0,6806.0,5927.0
154201084,12,Транспорт,43,Автомобили,С пробегом,Audi,90,3250006.0,3500497.0,500875.0
154201084,12,Транспорт,34,Запчасти и аксессуары,Запчасти,Для автомобилей,Салон,1270.0,6806.0,4840.0
154201084,12,Транспорт,34,Запчасти и аксессуары,Запчасти,Для автомобилей,Трансмиссия и привод,1270.0,6806.0,4353.0
154201084,12,Транспорт,34,Запчасти и аксессуары,Запчасти,Для автомобилей,Двигатель,1270.0,6806.0,5491.0
154201084,28,Личные вещи,47,Товары для детей и игрушки,Детские коляски,,,259.0,,
154201084,12,Транспорт,43,Автомобили,С пробегом,Audi,200,3250006.0,3500497.0,502860.0
154201084,12,Транспорт,34,Запчасти и аксессуары,Запчасти,Для автомобилей,Трансмиссия и привод,1270.0,6806.0,4353.0
154201084,12,Транспорт,34,Запчасти и аксессуары,Запчасти,Для автомобилей,Двигатель,1270.0,6806.0,5491.0
154201084,12,Транспорт,34,Запчасти и аксессуары,Запчасти,Для автомобилей,Кузов,1270.0,6806.0,5927.0
154201084,12,Транспорт,34,Запчасти и аксессуары,Запчасти,Для автомобилей,Топливная и выхлопная системы,1270.0,6806.0,3526.0
154201084,12,Транспорт,43,Автомобили,С пробегом,Москвич,2141,3250006.0,3500148.0,500778.0
154201084,12,Транспорт,43,Автомобили,С пробегом,Audi,Coupe,3250006.0,3500497.0,500458.0
154201084,12,Транспорт,43,Автомобили,С пробегом,Audi,90,3250006.0,3500497.0,500875.0
154201084,12,Транспорт,34,Запчасти и аксессуары,Запчасти,Для автомобилей,Двигатель,1270.0,6806.0,5491.0
154201084,17,Бытовая электроника,26,Аудио и видео,"Видео, DVD и Blu-ray плееры",,,756.0,,
154201084,12,Транспорт,43,Автомобили,С пробегом,ВАЗ (LADA),2105,3250006.0,3500328.0,503782.0
154201084,12,Транспорт,43,Автомобили,С пробегом,Audi,90,3250006.0,3500497.0,500875.0
154201084,12,Транспорт,34,Запчасти и аксессуары,Запчасти,Для автомобилей,Двигатель,1270.0,6806.0,5491.0
154201084,12,Транспорт,43,Автомобили,С пробегом,Audi,Coupe,3250006.0,3500497.0,500458.0
154201084,12,Транспорт,34,Запчасти и аксессуары,Запчасти,Для автомобилей,Двигатель,1270.0,6806.0,5491.0
154201084,12,Транспорт,34,Запчасти и аксессуары,Запчасти,Для автомобилей,Трансмиссия и привод,1270.0,6806.0,4353.0
154201084,49,Животные,59,Другие животные,Грызуны,,,6679.0,,
154201084,49,Животные,59,Другие животные,Грызуны,,,6679.0,,
154201084,12,Транспорт,43,Автомобили,С пробегом,Audi,90,3250006.0,3500497.0,500875.0
154201084,17,Бытовая электроника,26,Аудио и видео,"Музыкальные центры, магнитолы",,,4332.0,,
154201084,49,Животные,45,Собаки,Бигль,,,7431.0,,
154201084,12,Транспорт,34,Запчасти и аксессуары,Запчасти,Для автомобилей,Двигатель,1270.0,6806.0,5491.0
154201084,17,Бытовая электроника,26,Аудио и видео,"Музыкальные центры, магнитолы",,,4332.0,,
154202062,49,Животные,45,Собаки,Пудель,,,2060.0,,
154202062,49,Животные,45,Собаки,Пудель,,,2060.0,,
154201370,250003,Работа,250004,Резюме,"Фитнес, салоны красоты",,,3602.0,,
154201370,250002,Услуги,250005,Предложение услуг,"Красота, здоровье",Услуги парикмахера,,568.0,80720750007.0,
154201370,250002,Услуги,250005,Предложение услуг,"Красота, здоровье",Услуги парикмахера,,568.0,80720750007.0,
154201370,17,Бытовая электроника,44,Фототехника,Оборудование и аксессуары,,,3907.0,,
154201370,250002,Услуги,250005,Предложение услуг,"Красота, здоровье",Услуги парикмахера,,568.0,80720750007.0,
154201370,17,Бытовая электроника,44,Фототехника,Объективы,,,4873.0,,
154201370,17,Бытовая электроника,44,Фототехника,Оборудование и аксессуары,,,3907.0,,
154201370,17,Бытовая электроника,44,Фототехника,Оборудование и аксессуары,,,3907.0,,
154201370,250002,Услуги,250005,Предложение услуг,"Красота, здоровье",Услуги парикмахера,,568.0,80720750007.0,
154201370,17,Бытовая электроника,44,Фототехника,Компактные фотоаппараты,,,1941.0,,
154201370,17,Бытовая электроника,44,Фототехника,Оборудование и аксессуары,,,3907.0,,
154201972,250002,Услуги,250005,Предложение услуг,Ремонт и обслуживание техники,Мелкая бытовая техника,,3250005.0,5250013.0,
154201136,250003,Работа,250004,Резюме,"Бухгалтерия, финансы",,,2469.0,,
154202042,28,Личные вещи,57,Красота и здоровье,Медицинские изделия,,,5458.0,,
154202042,1,Для дома и дачи,38,Мебель и интерьер,Освещение,,,3274.0,,
154202042,1,Для дома и дачи,38,Мебель и интерьер,"Предметы интерьера, искусство",,,3221.0,,
154202042,49,Животные,46,Товары для животных,,,,,,
154202042,7,Хобби и отдых,5,Спорт и отдых,Фитнес и тренажёры,,,306.0,,
154202042,17,Бытовая электроника,26,Аудио и видео,Аксессуары,,,7239.0,,
154202042,1,Для дома и дачи,27,Бытовая техника,Для дома,Швейные машины,,3745.0,3591.0,
154202042,1,Для дома и дачи,50,Ремонт и строительство,Сантехника и сауна,,,2232.0,,
154202042,17,Бытовая электроника,26,Аудио и видео,"Акустика, колонки, сабвуферы",,,2284.0,,
154201687,250003,Работа,250004,Резюме,"Бухгалтерия, финансы",Полный день,,2469.0,3802.0,
154199975,7,Хобби и отдых,37,Коллекционирование,"Пепельницы, зажигалки",,,1799.0,,
154201903,250003,Работа,250004,Резюме,"Фитнес, салоны красоты",,,3602.0,,
154200885,250003,Работа,250004,Резюме,"Фитнес, салоны красоты",,,3602.0,,
154200889,250003,Работа,250004,Резюме,"Без опыта, студенты",,,2179.0,,
154201323,250003,Работа,250004,Резюме,Продажи,,,931.0,,
154199963,12,Транспорт,43,Автомобили,С пробегом,KIA,Spectra,3250006.0,3500245.0,503792.0
154199963,250003,Работа,250004,Резюме,Строительство,,,4227.0,,
154201388,7,Хобби и отдых,37,Коллекционирование,Монеты,,,4946.0,,
154201676,28,Личные вещи,22,"Одежда, обувь, аксессуары",Женская одежда,Другое,,1989.0,4488.0,
154202919,49,Животные,45,Собаки,Лабрадор,,,3354.0,,
154202919,49,Животные,45,Собаки,Лабрадор,,,3354.0,,
154202919,49,Животные,45,Собаки,Курцхаар,,,6442.0,,
154203184,49,Животные,59,Другие животные,Другое,,,4550.0,,
154203542,1,Для дома и дачи,38,Мебель и интерьер,Шкафы и комоды,,,4533.0,,
154203542,1,Для дома и дачи,38,Мебель и интерьер,Другое,,,5003.0,,
154203542,1,Для дома и дачи,38,Мебель и интерьер,Подставки и тумбы,,,1857.0,,
154203542,1,Для дома и дачи,38,Мебель и интерьер,"Кровати, диваны и кресла",,,2274.0,,
